Monomer A1 type,Monomer A2 type,A1/A2 ratio,"Monomer A concentration, wt%",Monomer B type,"Monomer B concentration, wt%",Organic solvent type, Additive X1 type in aqueous phase,"Additive X1 concentration, wt%", Additive X2 type in aqueous phase,"Additive X2 concentration, wt%",Aqueous phase pH, Additive Y type in organic  phase,"Additive Y concentration, wt%",Nanomaterials type in aqueous phase,"Nanomaterials loading in aqueous phase, wt%",Nanomaterials type in organic phase,"Nanomaterials loading in organnic phase, wt%",Nanomateials morphology,"Polymerization time, s","Heat curing time, min","Heat curing termperature, degree",Substrate membrane type,substrate membrane pore size,"Transmembrane presurre, bar","NaCl concentration, ppm","MgSO4 concentratin, ppm","Na2SO4 concentration, ppm","MgCl2 concentration, ppm","CaCl2 Concentration, ppm","Permeability, LMH/bar","NaCl rejection, %","Mg2SO4 rejection, %","Na2SO4 rejection, %","MgCl2 rejection, %","CaCl2 rejection, %",Literature DOI
Triethanolamine,,,6,trimesoyl chloride (265.5),0.9,hexane,,,,,,,,multi-walled carbon nanotube-COOH,0.5,,,tube,2100,30,60,92,,6,,,710,,,3.7,,,70,,,10.1016/j.memsci.2012.10.042
Triethanolamine,,,6,trimesoyl chloride (265.5),0.9,hexane,sodum dodecyl sulfate,0.3,,,,,,multi-walled carbon nanotube-COOH,0.5,,,tube,2100,30,60,92,,6,342,,710,,,3.5,20,,78,,,10.1016/j.memsci.2012.10.042
Triethanolamine,,,6,trimesoyl chloride (265.5),0.9,hexane,Trixton x-100,0.3,,,,,,multi-walled carbon nanotube-COOH,0.5,,,tube,2100,30,60,92,,6,,,710,,,3.6,,,69,,,10.1016/j.memsci.2012.10.042
Triethanolamine,,,6,trimesoyl chloride (265.5),0.9,hexane,cetyltrimethylammonium bromide,0.3,,,,,,multi-walled carbon nanotube-COOH,0.5,,,tube,2100,30,60,92,,6,,,710,,,6.4,,,43,,,10.1016/j.memsci.2012.10.042
Triethanolamine,,,6,trimesoyl chloride (265.5),0.225,hexane,NaOH,1,,,,,,,,,,,15,,22,121,50,4,584,,,,,1.6,5,,,,,10.1007/978-1-4614-6208-8_15
Triethanolamine,,,6,trimesoyl chloride (265.5),0.225,hexane,NaOH,1,,,,,,,,,,,25,,22,121,50,4,584,,,,,2.4,15,,,,,10.1007/978-1-4614-6208-8_15
Triethanolamine,,,6,trimesoyl chloride (265.5),0.225,hexane,NaOH,1,,,,,,,,,,,35,,22,121,50,4,584,,,,,4.3,22,,,,,10.1007/978-1-4614-6208-8_15
"3,5-diaminobenzoic acid",,,1,isophthaloyal  chloride  (203.02),0.15,hexane,,,,,,,,,,,,,90,5,80,35,160,17.24,2000,,,,,13.2,23,,,,,10.1016/j.memsci.2009.06.025
"3,5-diaminobenzoic acid",,,1,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,,,,,,90,5,80,35,160,17.24,2000,,,,,5.6,67,,,,,10.1016/j.memsci.2009.06.025
N-methyl-diethanolamine,,,0.5,trimesoyl chloride (265.5),0.3,hexane,sodum dodecyl sulfate,0.3,,,12,,,,,,,,2100,30,60,33,,6,,602,710,,,1.4,,65,44,,,10.1016/j.memsci.2010.09.015
N-methyl-diethanolamine,,,0.5,trimesoyl chloride (265.5),0.3,hexane,sodum dodecyl sulfate,0.3,,,12,,,,,,,,2100,30,60,33,,6,,602,710,,,0.9,,76,82,,,10.1016/j.memsci.2010.09.015
N-methyl-diethanolamine,,,0.5,trimesoyl chloride (265.5),0.3,hexane,sodum dodecyl sulfate,0.3,,,12,,,,,,,,2100,30,60,33,,6,,602,710,,,0.5,,83,85,,,10.1016/j.memsci.2010.09.015
N-methyl-diethanolamine,,,0.5,trimesoyl chloride (265.5),0.3,hexane,sodum dodecyl sulfate,0.3,,,12,,,,,,,,2100,30,60,33,,6,,602,710,,,0.6,,78,75,,,10.1016/j.memsci.2010.09.015
N-methyl-diethanolamine,,,0.5,trimesoyl chloride (265.5),0.3,hexane,sodum dodecyl sulfate,0.3,,,12,,,,,,,,2100,30,60,33,,6,,602,710,,,0.9,,70,68,,,10.1016/j.memsci.2010.09.015
Polyamidoamine,,,0.58,trimesoyl chloride (265.5),0.42,hexane,sodum dodecyl sulfate,0.01,,,,,,,,,,,60,10,80,37,50,6,1000,1000,1000,1000,,6.2,36,67,38,77,,10.1016/j.memsci.2005.06.021
Polyamidoamine,,,0.1,trimesoyl chloride (265.5),0.15,hexane,triethylamine,2,,,,,,,,,,,30,15,60,124,,7,584,1200,1420,952,,20.2,5,12,99,3,,10.1016/j.memsci.2014.04.040
Polyamidoamine,,,0.3,trimesoyl chloride (265.5),0.15,hexane,triethylamine,2,,,,,,,,,,,30,15,60,124,,7,584,1200,1420,952,,19.5,18,40,99,19,,10.1016/j.memsci.2014.04.040
Polyamidoamine,,,0.5,trimesoyl chloride (265.5),0.15,hexane,triethylamine,2,,,,,,,,,,,30,15,60,124,,7,584,1200,1420,952,,18.3,25,56,99,35,,10.1016/j.memsci.2014.04.040
Polyamidoamine,Piperazine,0.05,2.1,trimesoyl chloride (265.5),0.15,hexane,triethylamine,2,,,,,,,,,,,30,15,60,124,,7,584,1200,1420,952,,7.8,45,99,99,97,,10.1016/j.memsci.2014.04.040
Polyamidoamine,Piperazine,0.1,2.2,trimesoyl chloride (265.5),0.15,hexane,triethylamine,2,,,,,,,,,,,30,15,60,124,,7,584,1200,1420,952,,7.6,40,99,99,96,,10.1016/j.memsci.2014.04.040
Polyamidoamine,Piperazine,0.15,2.3,trimesoyl chloride (265.5),0.15,hexane,triethylamine,2,,,,,,,,,,,30,15,60,124,,7,584,1200,1420,952,,9,40,99,99,97,,10.1016/j.memsci.2014.04.040
Polyamidoamine,Piperazine,0.2,2.4,trimesoyl chloride (265.5),0.15,hexane,triethylamine,2,,,,,,,,,,,30,15,60,124,,7,584,1200,1420,952,,11,35,97,99,90,,10.1016/j.memsci.2014.04.040
Polyamidoamine,Piperazine,0.25,2.5,trimesoyl chloride (265.5),0.15,hexane,triethylamine,2,,,,,,,,,,,30,15,60,124,,7,584,1200,1420,952,,11.5,30,97,99,87,,10.1016/j.memsci.2014.04.040
Polyamidoamine,,,0.94,trimesoyl chloride (265.5),0.42,hexane,sodum dodecyl sulfate,0.01,,,,,,,,,,,60,10,80,37,50,6,1000,1000,1000,1000,,7.6,48,72,47,84,,10.1016/j.memsci.2005.06.021
Polyamidoamine,,,5.17,trimesoyl chloride (265.5),0.42,hexane,sodum dodecyl sulfate,0.01,,,,,,,,,,,60,10,80,37,50,6,1000,1000,1000,1000,,11.4,72,85,58,96,,10.1016/j.memsci.2005.06.021
Glucouse,,,2,trimesoyl chloride (265.5),0.15,hexane,4-dimethylaminopyridine,0.27,,,,,,,,,,,300,5,70,28,,10,2000,2000,2000,,2000,4.4,55,75,95,,67,10.1016/j.memsci.2015.12.064
Glucouse,,,2,trimesoyl chloride (265.5),0.15,hexane,4-dimethylaminopyridine,0.27,,,,,,,,,,,300,5,70,28,,4,2000,2000,2000,,2000,,41,68,94,,57,10.1016/j.memsci.2015.12.064
Glucouse,,,2,trimesoyl chloride (265.5),0.15,hexane,4-dimethylaminopyridine,0.27,,,,,,,,,,,300,5,70,28,,6,2000,2000,2000,,2000,,45,70,94,,62,10.1016/j.memsci.2015.12.064
Glucouse,,,2,trimesoyl chloride (265.5),0.15,hexane,4-dimethylaminopyridine,0.27,,,,,,,,,,,300,5,70,28,,8,2000,2000,2000,,2000,,50,71,95,,67,10.1016/j.memsci.2015.12.064
Glucouse,,,2,trimesoyl chloride (265.5),0.15,hexane,4-dimethylaminopyridine,0.27,,,,,,,,,,,300,5,70,28,,12,2000,2000,2000,,2000,,56,79,96,,66,10.1016/j.memsci.2015.12.064
"1,3-cyclohexanebis(methylamine)",,,2,trimesoyl chloride (265.5),0.2,hexane,,,,,,,,,,,,,10,3,65,47,90,10,2000,,,,,7.5,60,,,,,10.1016/j.memsci.2007.10.004
"1,3-cyclohexanebis(methylamine)",,,2,trimesoyl chloride (265.5),0.2,hexane,,,,,,,,,,,,,90,3,65,47,90,10,2000,,,,,5.5,74,,,,,10.1016/j.memsci.2007.10.004
"1,4-Diazacycloheptane",,,2,trimesoyl chloride (265.5),0.15,Isoparaphin-G,sodium hydroxide,0.35,,,,,,,,,,,60,8,60,72,,10.3,,,2000,,,3.1,,,96,,,10.1021/acsomega.0c04064
"1,4-Diazacycloheptane",,,2,trimesoyl chloride (265.5),0.15,Isoparaphin-G,sodium hydroxide,0.35,,,,,,,,,,,60,8,60,72,,10.3,,2000,,,,3.2,,97,,,,10.1021/acsomega.0c04064
"1,4-Diazacycloheptane",,,2,trimesoyl chloride (265.5),0.15,Isoparaphin-G,sodium hydroxide,0.35,,,,,,,,,,,60,8,60,72,,10.3,2000,,,,,3.4,30,,,,,10.1021/acsomega.0c04064
"1,4-Diazacycloheptane",,,2,trimesoyl chloride (265.5),0.15,Isoparaphin-G,sodium hydroxide,0.35,,,,,,,,,,,60,8,60,72,,10.3,,,,,,,,,,,,10.1021/acsomega.0c04064
"1,4-Diazacycloheptane",,,2,trimesoyl chloride (265.5),0.15,Isoparaphin-G,sodium hydroxide,0.35,,,,,,,,,,,60,8,60,72,,10.3,,,,,,,,,,,,10.1021/acsomega.0c04064
Polyvinylamine,,,0.6,isophthaloyal  chloride  (203.02),0.08,Isoparaphin-G,sodum dodecyl sulfate,0.05,,,9.5,,,,,,,,60,10,80,74,100,6,1000,1000,1000,1000,,4.15,61.2,91.8,70.5,96.7,,10.1016/j.memsci.2011.05.061
Sericin,,,0.25,trimesoyl chloride (265.5),0.053,Isoparaphin-G,sodum dodecyl sulfate,0.005,,,9.5,,,,,,,,60,15,70,75,100,5,,,500,,,14.9,,,89.5,,,10.1016/j.memsci.2014.08.033
Sericin,,,0.5,trimesoyl chloride (265.5),0.053,Isoparaphin-G,sodum dodecyl sulfate,0.005,,,9.5,,,,,,,,60,15,70,75,100,5,,,500,,,13.5,,,92.5,,,10.1016/j.memsci.2014.08.033
Sericin,,,0.5,trimesoyl chloride (265.5),0.08,Isoparaphin-G,sodum dodecyl sulfate,0.005,,,9.5,,,,,,,,60,15,70,75,100,5,500,500,500,500,,11.9,40,40,95.3,22,,10.1016/j.memsci.2014.08.033
"2,2′-Oxybis-ethylamine",,,2,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,,,,,,30,30,22,76,20,7,2000,2000,2000,,,5.9,20,55,80,,,10.1016/j.desal.2014.10.036
Dopamine,,,0.1,trimesoyl chloride (265.5),0.1,heptane,,,,,,,,,,,,,120,,22,77,29,2,,1000,1000,,,10.5,,25,55,,,10.1016/j.memsci.2014.04.018
Dopamine,,,0.1,trimesoyl chloride (265.5),0.2,heptane,,,,,,,,,,,,,120,,22,77,29,2,,1000,1000,,,7.5,,26,53,,,10.1016/j.memsci.2014.04.018
Dopamine,,,0.1,trimesoyl chloride (265.5),0.3,heptane,,,,,,,,,,,,,120,,22,77,29,2,,1000,1000,,,7,,27,59,,,10.1016/j.memsci.2014.04.018
Dopamine,,,0.1,trimesoyl chloride (265.5),0.4,heptane,,,,,,,,,,,,,120,,22,77,29,2,,1000,1000,,,8,,27,64,,,10.1016/j.memsci.2014.04.018
Dopamine,,,0.1,trimesoyl chloride (265.5),0.5,heptane,,,,,,,,,,,,,120,,22,77,29,2,,1000,1000,,,8.5,,25,70,,,10.1016/j.memsci.2014.04.018
Dopamine,,,0.05,trimesoyl chloride (265.5),0.2,heptane,,,,,,,,,,,,,120,,22,77,29,2,,1000,1000,,,30,,6,35,,,10.1016/j.memsci.2014.04.018
Dopamine,,,0.2,trimesoyl chloride (265.5),0.2,heptane,,,,,,,,,,,,,120,,22,77,29,2,,1000,1000,,,4.5,,32,68,,,10.1016/j.memsci.2014.04.018
Dopamine,,,0.3,trimesoyl chloride (265.5),0.2,heptane,,,,,,,,,,,,,120,,22,77,29,2,,1000,1000,,,3.5,,32,65,,,10.1016/j.memsci.2014.04.018
Dopamine,,,0.5,trimesoyl chloride (265.5),0.2,heptane,,,,,,,,,,,,,120,,22,77,29,2,,1000,1000,,,2,,31,70,,,10.1016/j.memsci.2014.04.018
Tannic acid,,,0.1,trimesoyl chloride (265.5),0.1,hexane,,,,,7,,,,,,,,180,,,79,50,2,585,1200,1420,,,50.2,1,5,3,,,10.1016/j.memsci.2012.11.059
Tannic acid,,,0.2,trimesoyl chloride (265.5),0.1,hexane,,,,,7,,,,,,,,180,,,79,50,2,585,1200,1420,,,12.5,5,14,13,,,10.1016/j.memsci.2012.11.059
Tannic acid,,,0.3,trimesoyl chloride (265.5),0.1,hexane,,,,,7,,,,,,,,180,,,79,50,2,585,1200,1420,,,18.4,20,40,39,,,10.1016/j.memsci.2012.11.059
Tannic acid,,,0.4,trimesoyl chloride (265.5),0.1,hexane,,,,,7,,,,,,,,180,,,79,50,2,585,1200,1420,,,20.1,22,45,43,,,10.1016/j.memsci.2012.11.059
Tannic acid,,,0.5,trimesoyl chloride (265.5),0.1,hexane,,,,,7,,,,,,,,180,,,79,50,2,585,1200,1420,,,23.4,15,50,48,,,10.1016/j.memsci.2012.11.059
Tannic acid,,,0.5,trimesoyl chloride (265.5),0.2,hexane,,,,,7,,,,,,,,180,,,79,50,2,585,1200,1420,,,24.8,11,32,31,,,10.1016/j.memsci.2012.11.059
Tannic acid,,,0.5,trimesoyl chloride (265.5),0.3,hexane,,,,,7,,,,,,,,180,,,79,50,2,585,1200,1420,,,22.4,10,26,25,,,10.1016/j.memsci.2012.11.059
Tannic acid,,,0.5,trimesoyl chloride (265.5),0.4,hexane,,,,,7,,,,,,,,180,,,79,50,2,585,1200,1420,,,18.2,5,18,17,,,10.1016/j.memsci.2012.11.059
Tannic acid,,,0.5,trimesoyl chloride (265.5),0.5,hexane,,,,,7,,,,,,,,180,,,79,50,2,585,1200,1420,,,13.6,1,12,12,,,10.1016/j.memsci.2012.11.059
Tannic acid,,,0.03,Isophorone diisocyanate (222.3),0.375,hexane,,,,,7,,,graphene oxide quantum dots,0.25,,,dot,600,5,60,135,,2,,,1000,,,8,,,66.7,,,10.1021/acsami.6b12826
Tannic acid,,,0.03,Isophorone diisocyanate (222.3),0.375,hexane,,,,,7,,,graphene oxide quantum dots,0.5,,,dot,600,5,60,135,,2,1000,1000,1000,1000,,9,16,30,65.7,,,10.1021/acsami.6b12826
Tannic acid,,,0.03,Isophorone diisocyanate (222.3),0.375,hexane,,,,,7,,,graphene oxide quantum dots,0.75,,,dot,600,5,60,135,,2,,,1000,,,10.5,,,62.7,,,10.1021/acsami.6b12826
Tannic acid,,,0.03,Isophorone diisocyanate (222.3),0.375,hexane,,,,,7,,,graphene oxide quantum dots,1,,,dot,600,5,60,135,,2,,,1000,,,11.5,,,57.1,,,10.1021/acsami.6b12826
"3,5-diaminobenzoylpiperazine",,,1,trimesoyl chloride (265.5),0.25,hexane,sodum dodecyl sulfate,0.05,,,,,,,,,,,120,15,70,81,67,4,1500,1500,1500,1500,,14,18,86,96,40,,10.1016/S1004-9541(11)60163-8
"3,5-diaminobenzoylpiperazine",,,1.5,trimesoyl chloride (265.5),0.25,hexane,sodum dodecyl sulfate,0.05,,,,,,,,,,,120,15,70,81,67,4,1500,1500,1500,1500,,12,20,90,98,48,,10.1016/S1004-9541(11)60163-8
"3,5-diaminobenzoylpiperazine",,,2,trimesoyl chloride (265.5),0.25,hexane,sodum dodecyl sulfate,0.05,,,,,,,,,,,120,15,70,81,67,4,1500,1500,1500,1500,,10.5,19,88,96,43,,10.1016/S1004-9541(11)60163-8
"3,5-diaminobenzoylpiperazine",,,2.5,trimesoyl chloride (265.5),0.25,hexane,sodum dodecyl sulfate,0.05,,,,,,,,,,,120,15,70,81,67,4,1500,1500,1500,1500,,9,19,86,96,40,,10.1016/S1004-9541(11)60163-8
"3,5-diaminobenzoylpiperazine",,,3,trimesoyl chloride (265.5),0.25,hexane,sodum dodecyl sulfate,0.05,,,,,,,,,,,120,15,70,81,67,4,1500,1500,1500,1500,,7,18,85,95,39,,10.1016/S1004-9541(11)60163-8
4-aminobenzoylpiperazine,,,0.5,trimesoyl chloride (265.5),0.25,hexane,sodum dodecyl sulfate,0.05,,,,,,,,,,,120,15,70,85,67,4,1500,1500,1500,1500,,13.5,16,89,96,37,,10.1080/01496395.2012.685546
4-aminobenzoylpiperazine,,,1,trimesoyl chloride (265.5),0.25,hexane,sodum dodecyl sulfate,0.05,,,,,,,,,,,120,15,70,85,67,4,1500,1500,1500,1500,,11.5,20,91,98,46,,10.1080/01496395.2012.685546
4-aminobenzoylpiperazine,,,2,trimesoyl chloride (265.5),0.25,hexane,sodum dodecyl sulfate,0.05,,,,,,,,,,,120,15,70,85,67,4,1500,1500,1500,1500,,10.5,16,80,96,42,,10.1080/01496395.2012.685546
4-aminobenzoylpiperazine,,,3,trimesoyl chloride (265.5),0.25,hexane,sodum dodecyl sulfate,0.05,,,,,,,,,,,120,15,70,85,67,4,1500,1500,1500,1500,,9,15,50,79,36,,10.1080/01496395.2012.685546
4-aminobenzoylpiperazine,,,4,trimesoyl chloride (265.5),0.25,hexane,sodum dodecyl sulfate,0.05,,,,,,,,,,,120,15,70,85,67,4,1500,1500,1500,1500,,7,12,45,39,34,,10.1080/01496395.2012.685546
4-aminobenzoylpiperazine,,,1,trimesoyl chloride (265.5),0.25,hexane,sodum dodecyl sulfate,0.05,,,,,,,,,,,120,15,60,85,67,4,1500,1500,1500,1500,,7,29,93,98,60,,10.1080/01496395.2012.685546
4-aminobenzoylpiperazine,,,1,trimesoyl chloride (265.5),0.25,hexane,sodum dodecyl sulfate,0.05,,,,,,,,,,,120,15,80,85,67,4,1500,1500,1500,1500,,5,35,95,98,59,,10.1080/01496395.2012.685546
4-aminobenzoylpiperazine,,,1,trimesoyl chloride (265.5),0.25,hexane,sodum dodecyl sulfate,0.05,,,,,,,,,,,120,15,90,85,67,4,1500,1500,1500,1500,,4,26,90,96,50,,10.1080/01496395.2012.685546
4-aminobenzoylpiperazine,,,1,trimesoyl chloride (265.5),0.25,hexane,sodum dodecyl sulfate,0.05,,,,,,,,,,,120,15,100,85,67,4,1500,1500,1500,1500,,3.5,20,84,93,45,,10.1080/01496395.2012.685546
N-aminoethyl piperazine propane sulfonate,,,2.8,trimesoyl chloride (265.5),0.3,toluene,,,,,11.5,,,,,,,,120,15,60,103,30,6,1000,,1000,,,15,13,,78,,,10.1039/C5RA18640D
"1,4-Diaminocyclohexane",,,2,trimesoyl chloride (265.5),0.375,hexane,,,,,,,,,,,,,15,5,80,89,70,6,2000,2000,2000,2000,,15.3,25,88,96,77,,10.1039/C5RA02560E
"1,4-Diaminocyclohexane",,,2,trimesoyl chloride (265.5),0.375,hexane,sodium N-cyclohexylsulfamate ,0.07,,,,,,,,,,,15,5,80,89,70,6,2000,2000,2000,2000,,15.5,26,90,98,80,,10.1039/C5RA02560E
"2,2 0-bis(1-hydroxyl-1-trifluoromethyl-2,2,2-trifluo-roethyl)-4,4'-methylenedianiline",,,1,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,,,,,,5,5,80,107,50,6,,,1000,,,2.5,,,82.5,,,10.1080/01496395.2012.692424
"2,2 0-bis(1-hydroxyl-1-trifluoromethyl-2,2,2-trifluo-roethyl)-4,4'-methylenedianiline",,,1,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,,,,,,10,5,80,107,50,6,1000,1000,1000,1000,,1.7,10,55,85.1,29,,10.1080/01496395.2012.692424
"2,2 0-bis(1-hydroxyl-1-trifluoromethyl-2,2,2-trifluo-roethyl)-4,4'-methylenedianiline",,,1,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,,,,,,20,5,80,107,50,6,,,1000,,,1.5,,,84.8,,,10.1080/01496395.2012.692424
"2,2 0-bis(1-hydroxyl-1-trifluoromethyl-2,2,2-trifluo-roethyl)-4,4'-methylenedianiline",,,1,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,,,,,,30,5,80,107,50,6,,,1000,,,1.4,,,84.9,,,10.1080/01496395.2012.692424
"2,2 0-bis(1-hydroxyl-1-trifluoromethyl-2,2,2-trifluo-roethyl)-4,4'-methylenedianiline",,,1,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,,,,,,45,5,80,107,50,6,,,1000,,,1.3,,,85,,,10.1080/01496395.2012.692424
"2,2 0-bis(1-hydroxyl-1-trifluoromethyl-2,2,2-trifluo-roethyl)-4,4'-methylenedianiline",,,1,trimesoyl chloride (265.5),0.05,hexane,,,,,,,,,,,,,10,5,80,107,50,6,,,1000,,,8,,,68,,,10.1080/01496395.2012.692424
"2,2 0-bis(1-hydroxyl-1-trifluoromethyl-2,2,2-trifluo-roethyl)-4,4'-methylenedianiline",,,1,trimesoyl chloride (265.5),0.1,hexane,,,,,,,,,,,,,10,5,80,107,50,6,,,1000,,,3.4,,,82,,,10.1080/01496395.2012.692424
"2,2 0-bis(1-hydroxyl-1-trifluoromethyl-2,2,2-trifluo-roethyl)-4,4'-methylenedianiline",,,1,trimesoyl chloride (265.5),0.2,hexane,,,,,,,,,,,,,10,5,80,107,50,6,,,1000,,,1.6,,,84,,,10.1080/01496395.2012.692424
"2,2 0-bis(1-hydroxyl-1-trifluoromethyl-2,2,2-trifluo-roethyl)-4,4'-methylenedianiline",,,1,trimesoyl chloride (265.5),0.25,hexane,,,,,,,,,,,,,10,5,80,107,50,6,,,1000,,,1.5,,,85,,,10.1080/01496395.2012.692424
"2,2 0-bis(1-hydroxyl-1-trifluoromethyl-2,2,2-trifluo-roethyl)-4,4'-methylenedianiline",,,1,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,,,,,,10,0,80,107,50,6,,,1000,,,2.5,,,81,,,10.1080/01496395.2012.692424
"2,2 0-bis(1-hydroxyl-1-trifluoromethyl-2,2,2-trifluo-roethyl)-4,4'-methylenedianiline",,,1,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,,,,,,10,2.5,80,107,50,6,,,1000,,,2,,,84,,,10.1080/01496395.2012.692424
"2,2 0-bis(1-hydroxyl-1-trifluoromethyl-2,2,2-trifluo-roethyl)-4,4'-methylenedianiline",,,1,trimesoyl chloride (265.5),0.15,hexane,,,,,,,,,,,,,10,10,80,107,50,6,,,1000,,,2.7,,,84,,,10.1080/01496395.2012.692424
Melamine,,,2,trimesoyl chloride (265.5),0.13,cyclohexane ,,,,,,,,,,,,,40,5,70,94,,10,1000,,1000,,,3.3,24,,78,,,10.1016/j.memsci.2012.08.017
Melamine,,,2,trimesoyl chloride (265.5),0.13,cyclohexane ,,,,,,,,,,,,,30,5,70,94,,10,1000,,1000,,,3.5,20,,74,,,10.1016/j.memsci.2012.08.017
Melamine,,,2,trimesoyl chloride (265.5),0.13,cyclohexane ,,,,,,,,,,,,,50,5,70,94,,10,1000,,1000,,,3.5,11,,64,,,10.1016/j.memsci.2012.08.017
Melamine,,,2,trimesoyl chloride (265.5),0.13,cyclohexane ,,,,,,,,,,,,,60,5,70,94,,10,1000,,1000,,,3,9,,62,,,10.1016/j.memsci.2012.08.017
Melamine,,,1,trimesoyl chloride (265.5),0.13,cyclohexane ,,,,,,,,,,,,,40,5,70,94,,10,1000,,1000,,,3.5,20,,71,,,10.1016/j.memsci.2012.08.017
Melamine,,,1.5,trimesoyl chloride (265.5),0.13,cyclohexane ,,,,,,,,,,,,,40,5,70,94,,10,1000,,1000,,,3.2,28,,75,,,10.1016/j.memsci.2012.08.017
Melamine,,,2.5,trimesoyl chloride (265.5),0.13,cyclohexane ,,,,,,,,,,,,,40,5,70,94,,10,1000,,1000,,,2.5,14,,72,,,10.1016/j.memsci.2012.08.017
Polyethyleneimine,,,3,trimesoyl chloride (265.5),0.1,hexane,,,,,,,,,,,,,60,5,22,126,148,10,1000,,,1000,,4.8,81.9,,98.5,,,10.1021/acssuschemeng.6b01299
Polyethyleneimine,,,3,trimesoyl chloride (265.5),0.1,hexane,,,,,,,,,,,,,60,5,22,126,148,10,1000,,,1000,,7.3,61,,88.2,,,10.1021/acssuschemeng.6b01299
Fluorinated polyamine,,,3,trimesoyl chloride (265.5),0.29,heptane,,,,,,,,,,,,,120,30,22,130,59,2,1000,1000,1000,1000,,7,22,43,51,21,,10.1021/acs.iecr.5b01950
Piperazine,,,1,trimesoyl chloride (265.5),0.8,hexane,triethylamine,1,sodum dodecyl sulfate,0.1,,,,hyperbranched starch modified GO,0.2,,,sheet,60,8,90,139,10,8,1000,1000,1000,1000,,10,50,93,96.4,40,,doi.org/10.1016/j.jece.2019.103300
Piperazine,,,0.25,trimesoyl chloride (265.5),0.038,hexane,,,,,,,,GO,0.005,,,sheet,60,3,80,141,,4,,1000,1000,,,12.76,,89,95.5,,,doi.org/10.1016/j.memsci.2018.08.047
Piperazine,,,0.25,trimesoyl chloride (265.5),0.038,hexane,,,,,,,,GO,0.01,,,sheet,60,3,80,141,,4,,1000,1000,,,15.64,,90.5,96.56,,,doi.org/10.1016/j.memsci.2018.08.047
Piperazine,,,0.25,trimesoyl chloride (265.5),0.038,hexane,,,,,,,,GO,0.015,,,sheet,60,3,80,141,,4,,1000,1000,,,8.78,,92.5,98.5,,,doi.org/10.1016/j.memsci.2018.08.047
Piperazine,,,0.35,trimesoyl chloride (265.5),0.1,hexane,triethylamine,2,camphor sulfonic acid ,1,,,,hydrophilic hollow nanocubes ,0.04,,,cube,60,15,60,142,20,6,1000,,1000,,,3.33,47.4,,95.2,,,doi.org/10.1021/acsami.8b19121
Piperazine,,,0.35,trimesoyl chloride (265.5),0.1,hexane,triethylamine,2,camphor sulfonic acid ,1,,,,ZIF-8,0.04,,,rhombic dodecahedron,60,15,60,142,20,6,1000,,1000,,,2.17,42,,93,,,doi.org/10.1021/acsami.8b19121
Piperazine,,,0.25,trimesoyl chloride (265.5),0.1,hexane,sodum dodecyl sulfate,0.1,sodium carbonate,0.1,,,,ZIF-8/GO,0.1,,,rhombic dodecahedron on sheet,180,15,70,143,10,4,1000,1000,1000,1000,,4.38,34,78,100,12,,doi.org/10.1021/acsami.6b06992
Piperazine,,,0.25,trimesoyl chloride (265.5),0.1,hexane,sodum dodecyl sulfate,0.1,sodium carbonate,0.1,,,,ZIF-8/GO,0.2,,,rhombic dodecahedron on sheet,180,15,70,143,10,4,1000,1000,1000,1000,,4.5,35,77,100,13,,doi.org/10.1021/acsami.6b06992
Piperazine,,,0.25,trimesoyl chloride (265.5),0.1,hexane,sodum dodecyl sulfate,0.1,sodium carbonate,0.1,,,,ZIF-8/GO,0.3,,,rhombic dodecahedron on sheet,180,15,70,143,10,4,1000,1000,1000,1000,,2.75,50,80,100,20,,doi.org/10.1021/acsami.6b06992
Piperazine,,,0.5,trimesoyl chloride (265.5),0.15,hexane,triethylamine,,,,11,,,sulfonated multi-walled carbon nanotube,0.005,,,tube,60,5,60,144,20,6,,,1000,,,10.83,,,97,,,doi.org/10.1016/j.memsci.2016.11.032
Piperazine,,,0.5,trimesoyl chloride (265.5),0.15,hexane,triethylamine,,,,11,,,sulfonated multi-walled carbon nanotube,0.01,,,tube,60,5,60,144,20,6,1000,1000,1000,1000,,13.33,48,92.5,98,62,,doi.org/10.1016/j.memsci.2016.11.032
Piperazine,,,0.5,trimesoyl chloride (265.5),0.15,hexane,triethylamine,,,,11,,,sulfonated multi-walled carbon nanotube,0.015,,,tube,60,5,60,144,20,6,,,1000,,,12.33,,,97,,,doi.org/10.1016/j.memsci.2016.11.032
Piperazine,,,0.5,trimesoyl chloride (265.5),0.15,hexane,triethylamine,,,,11,,,sulfonated multi-walled carbon nanotube,0.02,,,tube,60,5,60,144,20,6,,,1000,,,10.33,,,96,,,doi.org/10.1016/j.memsci.2016.11.032
